itemID,forbidRule
6468,기내휴대 O
6502,기내휴대 O
6510,위탁수하물 O
6527,기내휴대 X
6529,특별조항
6545,기내휴대 O
6512,기내휴대 O
6536,위탁수하물 X
6408,위탁수하물 O
6637,특별조항
6627,기내휴대 O
6558,특별조항
6642,기내휴대 O
6553,기내휴대 O
6675,기내휴대 O
1132,위탁수하물 O
1037,위탁수하물 O
1314,위탁수하물 O
1221,위탁수하물 O
1228,특별조항
1214,위탁수하물 O
1517,위탁수하물 X
1474,특별조항
1698,위탁수하물 X
1762,위탁수하물 O
1858,위탁수하물 X
1955,기내휴대 X
2195,위탁수하물 O
2514,특별조항
5459,위탁수하물 O
5492,특별조항
5438,위탁수하물 O
5447,기내휴대 O
5435,기내휴대 X
5453,위탁수하물 O
5466,위탁수하물 X
5451,기내휴대 O
5469,기내휴대 O
5600,위탁수하물 O
5666,위탁수하물 O
5666,기내휴대 O
5486,위탁수하물 O
5685,위탁수하물 O
5708,기내휴대 O
5709,특별조항
5724,기내휴대 X
5422,위탁수하물 O
5441,기내휴대 X
5581,위탁수하물 O
5593,기내휴대 O
5548,위탁수하물 O
5540,기내휴대 X
5744,기내휴대 O
5761,위탁수하물 O
5544,기내휴대 O
5751,기내휴대 O
5754,위탁수하물 O
5760,기내휴대 O
5782,위탁수하물 O
5793,기내휴대 O
5797,특별조항
5817,위탁수하물 O
5816,위탁수하물 X
5822,기내휴대 X
5841,위탁수하물 O
5842,기내휴대 X
5856,위탁수하물 O
5859,기내휴대 O
5860,기내휴대 O
5870,기내휴대 X
5875,기내휴대 O
5888,기내휴대 O
5896,기내휴대 O
5896,위탁수하물 O
5551,기내휴대 O
5609,위탁수하물 O
5643,특별조항
5632,기내휴대 O
5674,기내휴대 O
5504,위탁수하물 O
5493,위탁수하물 O
5719,기내휴대 X
5706,기내휴대 O
5713,기내휴대 O
5676,기내휴대 O
5573,기내휴대 O
5563,위탁수하물 O
6442,위탁수하물 X
6453,기내휴대 O
6485,기내휴대 O
6573,기내휴대 O
6586,기내휴대 O
6587,위탁수하물 O
6500,특별조항
6609,특별조항
6638,위탁수하물 O
6655,위탁수하물 O
6662,기내휴대 O
6669,위탁수하물 O
6430,위탁수하물 O
6454,기내휴대 O
6454,위탁수하물 O
6459,기내휴대 X
6470,특별조항
6475,위탁수하물 O
6501,기내휴대 O
6490,위탁수하물 O
6492,위탁수하물 O
6524,기내휴대 O
6544,위탁수하물 O
6549,기내휴대 X
6547,위탁수하물 O
6561,위탁수하물 O
6562,특별조항
6630,기내휴대 O
6494,위탁수하물 O
6549,위탁수하물 O
1120,위탁수하물 O
1372,기내휴대 X
1183,위탁수하물 O
1207,기내휴대 O
1180,특별조항
1576,위탁수하물 X
1843,기내휴대 X
1632,위탁수하물 O
2201,특별조항
2243,기내휴대 X
2634,특별조항
3580,위탁수하물 O
5432,위탁수하물 O
5419,기내휴대 X
5490,위탁수하물 O
5420,위탁수하물 O
5662,기내휴대 O
5604,특별조항
5648,위탁수하물 O
5598,특별조항
5653,기내휴대 O
5457,위탁수하물 O
5468,기내휴대 O
5461,위탁수하물 O
5665,위탁수하물 O
5534,기내휴대 O
5717,기내휴대 O
5717,위탁수하물 O
5722,위탁수하물 O
5424,위탁수하물 O
5449,기내휴대 O
5591,기내휴대 O
5593,위탁수하물 O
5521,위탁수하물 O
5739,기내휴대 O
5734,위탁수하물 O
5537,위탁수하물 O
5756,위탁수하물 O
5557,위탁수하물 O
5780,기내휴대 X
5780,위탁수하물 X
5790,위탁수하물 O
5801,위탁수하물 O
5797,위탁수하물 O
5796,위탁수하물 O
5813,특별조항
5813,기내휴대 O
5827,위탁수하물 O
5847,특별조항
5858,특별조항
5851,위탁수하물 O
5866,위탁수하물 O
5877,위탁수하물 X
5885,위탁수하물 X
5890,위탁수하물 O
5897,기내휴대 X
5617,기내휴대 O
5631,위탁수하물 O
5626,기내휴대 O
5643,기내휴대 O
5494,위탁수하물 X
5507,위탁수하물 O
5510,위탁수하물 O
5733,기내휴대 X
5687,기내휴대 O
5560,위탁수하물 O
5514,특별조항
5699,위탁수하물 O
5568,특별조항
5571,기내휴대 O
6445,위탁수하물 O
6563,기내휴대 O
6580,기내휴대 O
6587,기내휴대 O
6595,기내휴대 O
6602,기내휴대 O
6500,기내휴대 X
6639,위탁수하물 O
6656,위탁수하물 O
6658,기내휴대 O
6438,기내휴대 O
6426,기내휴대 O
6432,위탁수하물 X
6450,위탁수하물 O
6462,위탁수하물 O
6480,특별조항
6488,특별조항
6474,위탁수하물 O
6537,위탁수하물 O
6523,기내휴대 O
6529,기내휴대 O
6516,위탁수하물 O
6555,위탁수하물 O
6530,기내휴대 O
6631,기내휴대 O
6644,위탁수하물 O
6689,위탁수하물 X
6417,위탁수하물 O
6691,기내휴대 O
6693,기내휴대 X
6724,기내휴대 X
6748,위탁수하물 X
6767,위탁수하물 O
1143,기내휴대 X
1108,위탁수하물 O
1293,기내휴대 O
1336,기내휴대 O
1213,기내휴대 O
1230,특별조항
1506,위탁수하물 O
1581,기내휴대 X
1720,위탁수하물 O
1936,기내휴대 O
1590,위탁수하물 O
2195,기내휴대 X
2518,기내휴대 X
5492,위탁수하물 O
5425,기내휴대 O
5437,위탁수하물 O
5534,위탁수하물 O
5533,기내휴대 X
5594,위탁수하물 O
5460,위탁수하물 O
5608,기내휴대 O
5472,기내휴대 O
5486,기내휴대 O
5685,기내휴대 O
5710,기내휴대 O
5724,위탁수하물 O
5698,기내휴대 O
5489,특별조항
5436,기내휴대 O
5445,기내휴대 O
5585,기내휴대 X
5587,기내휴대 O
5536,위탁수하물 O
5745,위탁수하물 O
5749,기내휴대 O
5556,기내휴대 O
5744,위탁수하물 O
5540,위탁수하물 O
5778,기내휴대 O
5772,위탁수하물 O
5775,위탁수하물 O
5795,위탁수하물 O
5799,위탁수하물 O
5803,기내휴대 O
5818,위탁수하물 X
5825,기내휴대 O
5839,기내휴대 O
5830,위탁수하물 O
5856,기내휴대 O
5852,기내휴대 O
5864,기내휴대 O
5869,기내휴대 O
5878,위탁수하물 O
5885,기내휴대 O
5892,위탁수하물 O
5903,특별조항
5623,기내휴대 O
5626,위탁수하물 O
5639,위탁수하물 O
5635,위탁수하물 O
5679,위탁수하물 O
5504,기내휴대 O
5497,기내휴대 O
5511,기내휴대 O
5513,위탁수하물 O
5699,기내휴대 O
5564,위탁수하물 O
5694,위탁수하물 O
5690,위탁수하물 X
6449,기내휴대 O
6571,위탁수하물 O
6585,위탁수하물 O
6588,기내휴대 O
6600,위탁수하물 O
6589,위탁수하물 O
6515,기내휴대 O
6611,위탁수하물 O
6592,특별조항
6665,기내휴대 X
6671,기내휴대 O
6426,위탁수하물 O
6450,특별조항
6471,기내휴대 X
6427,기내휴대 O
6477,위탁수하물 O
6490,기내휴대 O
6488,위탁수하물 O
6497,위탁수하물 O
6522,위탁수하물 O
6533,기내휴대 O
6517,위탁수하물 O
6552,기내휴대 O
6479,기내휴대 O
6642,위탁수하물 O
6676,위탁수하물 O
6711,위탁수하물 O
6674,위탁수하물 O
6683,위탁수하물 X
6702,위탁수하물 O
6739,위탁수하물 O
6761,기내휴대 X
6745,위탁수하물 O
1143,위탁수하물 X
1030,위탁수하물 O
1302,기내휴대 O
1315,위탁수하물 O
1339,기내휴대 X
1227,특별조항
1232,특별조항
1221,기내휴대 O
1243,특별조항
1506,기내휴대 O
1520,기내휴대 X
1442,기내휴대 O
1581,위탁수하물 X
1632,기내휴대 O
2243,위탁수하물 O
2603,특별조항
5439,기내휴대 O
5439,위탁수하물 O
5425,위탁수하물 O
5533,위탁수하물 O
5647,위탁수하물 O
5651,기내휴대 X
5664,위탁수하물 O
5462,위탁수하물 O
5467,위탁수하물 O
5519,특별조항
5488,기내휴대 O
5684,기내휴대 O
5678,위탁수하물 O
5722,기내휴대 O
5720,기내휴대 O
5489,기내휴대 O
5428,기내휴대 O
5443,기내휴대 O
5578,기내휴대 O
5590,위탁수하물 O
5521,기내휴대 O
5746,기내휴대 X
5542,위탁수하물 O
5557,기내휴대 O
5750,위탁수하물 O
5764,기내휴대 O
5767,위탁수하물 O
5742,특별조항
5757,기내휴대 O
5805,기내휴대 O
5805,위탁수하물 O
5823,위탁수하물 O
5824,위탁수하물 O
5835,위탁수하물 O
5848,위탁수하물 O
5859,위탁수하물 X
5864,위탁수하물 O
5871,위탁수하물 O
5880,기내휴대 O
5884,위탁수하물 O
5899,위탁수하물 O
5619,기내휴대 O
5623,위탁수하물 O
5628,위탁수하물 O
5641,위탁수하물 O
5635,특별조항
5670,기내휴대 X
5506,기내휴대 O
5668,기내휴대 O
5516,기내휴대 O
5705,위탁수하물 O
5575,기내휴대 O
5713,위탁수하물 O
5566,특별조항
5732,기내휴대 O
6410,위탁수하물 O
6560,기내휴대 O
6574,위탁수하물 O
6591,기내휴대 O
6596,기내휴대 O
6606,위탁수하물 O
6614,기내휴대 X
6638,기내휴대 O
6639,기내휴대 O
6668,기내휴대 O
6425,기내휴대 X
6443,위탁수하물 O
6451,기내휴대 O
6463,위탁수하물 O
6482,기내휴대 O
6511,기내휴대 O
6497,기내휴대 X
6489,기내휴대 X
6542,위탁수하물 X
6561,기내휴대 O
6536,기내휴대 X
6621,위탁수하물 O
6558,위탁수하물 X
6629,기내휴대 X
6688,특별조항
6707,기내휴대 X
6676,기내휴대 O
6715,기내휴대 O
6700,위탁수하물 O
1155,특별조항
1325,위탁수하물 O
1421,특별조항
1583,위탁수하물 X
1766,특별조항
1866,특별조항
1955,위탁수하물 O
2264,기내휴대 X
5413,위탁수하물 O
5519,기내휴대 O
5421,기내휴대 O
5450,위탁수하물 O
5524,위탁수하물 O
5594,기내휴대 O
5466,기내휴대 X
5487,기내휴대 X
5527,특별조항
5703,기내휴대 O
5697,기내휴대 O
5416,기내휴대 X
5443,위탁수하물 O
5576,위탁수하물 O
5588,위탁수하물 X
5532,위탁수하물 O
5746,위탁수하물 O
5539,위탁수하물 X
5552,위탁수하물 O
5759,위탁수하물 O
5748,위탁수하물 O
5554,기내휴대 X
5784,위탁수하물 O
5789,기내휴대 O
5790,기내휴대 O
5792,위탁수하물 O
5786,위탁수하물 O
5815,위탁수하물 O
5831,위탁수하물 O
5833,기내휴대 O
5844,위탁수하물 O
5848,기내휴대 O
5806,기내휴대 O
5866,특별조항
5877,기내휴대 O
5886,기내휴대 O
5892,기내휴대 O
5903,위탁수하물 O
5616,기내휴대 O
5627,위탁수하물 O
5627,기내휴대 X
5616,위탁수하물 O
5673,기내휴대 O
5500,기내휴대 O
5502,기내휴대 O
5681,기내휴대 O
5728,기내휴대 O
5516,위탁수하물 O
5729,위탁수하물 O
5721,기내휴대 X
5694,기내휴대 O
6412,기내휴대 O
6571,기내휴대 O
6576,위탁수하물 O
6598,기내휴대 X
6604,위탁수하물 O
6613,기내휴대 X
6609,위탁수하물 O
6593,기내휴대 O
6592,위탁수하물 O
6660,특별조항
6670,기내휴대 X
6464,위탁수하물 O
6464,기내휴대 O
6446,기내휴대 O
6471,위탁수하물 X
6462,기내휴대 O
6472,기내휴대 X
6503,위탁수하물 O
6475,기내휴대 O
6528,위탁수하물 O
6509,기내휴대 X
6509,위탁수하물 X
6559,특별조항
6559,기내휴대 O
6630,위탁수하물 O
6624,위탁수하물 O
6635,기내휴대 O
6640,특별조항
6546,위탁수하물 O
6706,위탁수하물 O
6691,위탁수하물 O
6694,기내휴대 O
6719,위탁수하물 X
6723,기내휴대 O
6733,기내휴대 X
6744,기내휴대 X
6807,위탁수하물 O
6808,위탁수하물 O
6773,위탁수하물 O
6754,기내휴대 O
6635,위탁수하물 O
6804,위탁수하물 O
6806,기내휴대 O
6870,기내휴대 O
6733,위탁수하물 X
6685,기내휴대 O
6877,기내휴대 X
6888,위탁수하물 O
1149,특별조항
1357,기내휴대 O
1410,기내휴대 O
1396,특별조항
1180,기내휴대 O
1557,기내휴대 X
1582,기내휴대 X
1858,기내휴대 X
1953,위탁수하물 X
1644,특별조항
2266,기내휴대 X
5488,위탁수하물 O
5523,기내휴대 O
5456,위탁수하물 O
5595,위탁수하물 O
5597,기내휴대 X
5608,위탁수하물 O
5604,위탁수하물 O
5652,위탁수하물 O
5482,위탁수하물 O
5684,위탁수하물 O
5677,위탁수하물 X
5688,기내휴대 O
5720,위탁수하물 O
5708,위탁수하물 O
5480,기내휴대 O
5423,기내휴대 O
5422,기내휴대 O
5433,위탁수하물 O
5585,위탁수하물 X
5584,위탁수하물 O
5549,기내휴대 O
5532,기내휴대 O
5539,기내휴대 O
5741,기내휴대 O
5763,특별조항
5755,기내휴대 O
5769,기내휴대 O
5783,특별조항
5771,기내휴대 X
5774,기내휴대 O
5814,기내휴대 O
5820,위탁수하물 O
5823,기내휴대 O
5824,기내휴대 O
5845,위탁수하물 O
5857,위탁수하물 O
5806,위탁수하물 O
5867,위탁수하물 O
5879,위탁수하물 O
5888,위탁수하물 O
5890,기내휴대 X
5904,위탁수하물 O
5618,기내휴대 X
5829,기내휴대 X
5625,위탁수하물 O
5631,기내휴대 O
5633,위탁수하물 O
5499,위탁수하물 O
5501,기내휴대 X
5701,위탁수하물 O
5514,위탁수하물 O
5518,위탁수하물 O
5562,위탁수하물 O
5498,위탁수하물 X
5687,위탁수하물 O
5696,기내휴대 X
5567,기내휴대 X
5575,위탁수하물 O
5732,특별조항
6570,기내휴대 X
6575,위탁수하물 O
6578,기내휴대 O
6590,위탁수하물 O
6604,기내휴대 O
6614,위탁수하물 O
6617,기내휴대 O
6593,위탁수하물 O
6657,위탁수하물 O
6661,위탁수하물 O
6422,기내휴대 O
6457,위탁수하물 O
6470,위탁수하물 O
6430,기내휴대 X
6436,위탁수하물 O
6474,특별조항
6504,기내휴대 O
6506,기내휴대 O
6481,기내휴대 O
6486,위탁수하물 O
6534,위탁수하물 O
6557,위탁수하물 O
6551,위탁수하물 O
6410,기내휴대 O
6556,기내휴대 X
6677,특별조항
6712,위탁수하물 O
6687,위탁수하물 O
6690,위탁수하물 O
6710,기내휴대 O
6720,위탁수하물 O
6739,기내휴대 O
6726,기내휴대 O
1160,위탁수하물 O
1315,기내휴대 O
1363,위탁수하물 O
1396,기내휴대 X
1221,항공사 승인
1219,기내휴대 X
1513,기내휴대 X
1557,위탁수하물 X
1607,위탁수하물 X
2071,기내휴대 O
2266,특별조항
5431,기내휴대 O
5417,위탁수하물 O
5523,위탁수하물 O
5454,위탁수하물 O
5657,위탁수하물 O
5603,위탁수하물 X
5656,특별조항
5646,기내휴대 O
5645,위탁수하물 O
5481,위탁수하물 X
5651,위탁수하물 X
5663,기내휴대 O
5474,위탁수하물 O
5477,기내휴대 O
5707,기내휴대 O
5431,위탁수하물 O
5445,위탁수하물 O
5582,기내휴대 O
5586,위탁수하물 O
5526,특별조항
5736,위탁수하물 O
5737,위탁수하물 O
5557,특별조항
5547,위탁수하물 O
5760,위탁수하물 O
5783,기내휴대 O
5798,위탁수하물 O
5793,위탁수하물 O
5799,기내휴대 O
5812,특별조항
5826,위탁수하물 X
5821,기내휴대 X
5854,기내휴대 X
5840,기내휴대 X
5865,기내휴대 O
5871,기내휴대 O
5883,기내휴대 O
5892,특별조항
5895,위탁수하물 O
5617,위탁수하물 O
5611,기내휴대 X
5633,기내휴대 O
5643,위탁수하물 O
5639,기내휴대 X
5672,기내휴대 O
5501,위탁수하물 O
5683,기내휴대 O
5730,위탁수하물 O
5715,위탁수하물 O
5695,기내휴대 X
5716,위탁수하물 O
6566,기내휴대 O
6569,위탁수하물 O
6570,위탁수하물 X
6584,특별조항
6582,기내휴대 O
6578,위탁수하물 O
6602,위탁수하물 O
6582,위탁수하물 O
6606,기내휴대 X
6605,특별조항
6601,위탁수하물 O
6612,기내휴대 O
6619,기내휴대 O
6648,위탁수하물 O
6653,기내휴대 O
6656,기내휴대 O
6654,위탁수하물 O
6661,기내휴대 O
6668,위탁수하물 O
6660,기내휴대 X
6673,위탁수하물 O
6438,위탁수하물 O
6465,기내휴대 O
6456,위탁수하물 O
6463,기내휴대 O
6433,위탁수하물 O
6459,위탁수하물 O
6470,기내휴대 O
6461,기내휴대 O
6465,위탁수하물 O
6461,위탁수하물 O
6483,위탁수하물 O
6476,기내휴대 O
6499,기내휴대 X
6493,기내휴대 O
6476,위탁수하물 O
6503,특별조항
6487,기내휴대 O
6533,위탁수하물 O
6482,위탁수하물 O
6525,기내휴대 O
6545,위탁수하물 O
1166,위탁수하물 O
1295,위탁수하물 O
1293,항공사 승인
1341,기내휴대 X
1372,위탁수하물 O
1397,위탁수하물 O
1183,기내휴대 X
1205,위탁수하물 X
1235,특별조항
1243,기내휴대 X
1520,위탁수하물 O
1477,특별조항
1944,기내휴대 X
1606,기내휴대 X
2266,위탁수하물 O
2416,특별조항
2518,위탁수하물 X
3580,기내휴대 O
5476,위탁수하물 O
5474,기내휴대 O
5528,기내휴대 O
5479,특별조항
5599,기내휴대 O
5600,특별조항
5654,기내휴대 O
5650,기내휴대 O
5663,위탁수하물 O
5660,특별조항
5471,위탁수하물 O
5522,기내휴대 O
5712,위탁수하물 O
5707,위탁수하물 O
5725,위탁수하물 O
5414,기내휴대 X
5427,위탁수하물 O
5582,위탁수하물 O
5588,기내휴대 X
5545,기내휴대 X
5537,기내휴대 X
5735,위탁수하물 X
5739,위탁수하물 O
5745,기내휴대 O
5758,기내휴대 O
5555,위탁수하물 O
5758,위탁수하물 O
5772,기내휴대 O
5773,위탁수하물 O
5795,기내휴대 O
5802,위탁수하물 O
5774,위탁수하물 O
5781,위탁수하물 O
5825,위탁수하물 O
5843,위탁수하물 O
5838,기내휴대 X
5854,위탁수하물 O
5853,위탁수하물 O
5862,위탁수하물 O
5873,기내휴대 O
5882,위탁수하물 O
5887,위탁수하물 O
5899,기내휴대 O
5895,기내휴대 X
5618,위탁수하물 X
5628,기내휴대 O
5634,위탁수하물 O
5635,기내휴대 O
5672,위탁수하물 O
5496,위탁수하물 O
5505,기내휴대 O
5513,기내휴대 O
5690,기내휴대 X
5701,기내휴대 O
5704,위탁수하물 O
5693,기내휴대 O
5569,위탁수하물 O
5568,위탁수하물 X
5570,기내휴대 O
6567,위탁수하물 X
6584,위탁수하물 O
6586,위탁수하물 O
6598,위탁수하물 O
6596,위탁수하물 O
6620,기내휴대 X
6646,기내휴대 O
6654,기내휴대 O
6667,위탁수하물 O
6647,기내휴대 O
6432,기내휴대 X
6455,위탁수하물 O
6452,위탁수하물 O
6504,위탁수하물 O
6479,위탁수하물 O
6510,특별조항
6507,위탁수하물 O
6539,위탁수하물 O
6528,기내휴대 O
6507,기내휴대 O
6615,기내휴대 X
1160,기내휴대 O
1282,위탁수하물 X
1293,위탁수하물 O
1308,기내휴대 X
1365,위탁수하물 O
1567,특별조항
1783,기내휴대 O
1971,기내휴대 X
2633,특별조항
2770,특별조항
5441,특별조항
5596,기내휴대 X
5598,기내휴대 O
5600,기내휴대 O
5597,위탁수하물 O
5652,기내휴대 X
5648,기내휴대 X
5653,위탁수하물 O
5649,위탁수하물 O
5482,기내휴대 O
5671,기내휴대 O
5473,기내휴대 O
5655,기내휴대 O
5659,기내휴대 X
5458,위탁수하물 O
5484,위탁수하물 O
5528,위탁수하물 O
5726,기내휴대 O
5723,위탁수하물 O
5416,위탁수하물 O
5446,위탁수하물 O
5581,기내휴대 O
5584,기내휴대 O
5738,위탁수하물 O
5553,위탁수하물 O
5735,기내휴대 X
5769,위탁수하물 O
5770,특별조항
5784,기내휴대 O
5776,위탁수하물 O
5802,기내휴대 O
5765,위탁수하물 O
5819,기내휴대 O
5781,기내휴대 O
5839,위탁수하물 O
5830,기내휴대 O
5850,위탁수하물 X
5853,기내휴대 O
5860,위탁수하물 O
5868,기내휴대 O
5876,기내휴대 O
5887,기내휴대 O
5900,위탁수하물 O
5609,기내휴대 O
5619,위탁수하물 O
5637,위탁수하물 O
5640,특별조항
5636,위탁수하물 O
5679,기내휴대 X
5496,기내휴대 O
5505,위탁수하물 O
5495,위탁수하물 O
5905,위탁수하물 O
6572,기내휴대 O
6577,위탁수하물 O
6595,위탁수하물 O
6491,기내휴대 O
6610,위탁수하물 O
6610,기내휴대 O
6649,기내휴대 O
6664,기내휴대 X
6663,기내휴대 O
6673,기내휴대 O
6433,기내휴대 O
6457,기내휴대 O
6425,위탁수하물 O
6466,기내휴대 X
6481,위탁수하물 O
6501,위탁수하물 O
6505,기내휴대 O
6531,기내휴대 O
6526,기내휴대 O
6512,위탁수하물 O
6559,위탁수하물 X
6564,위탁수하물 O
6625,기내휴대 O
6640,기내휴대 O
6627,위탁수하물 O
6636,기내휴대 O
6678,위탁수하물 O
6695,위탁수하물 O
6419,기내휴대 X
6675,특별조항
6723,위탁수하물 X
6704,기내휴대 O
6710,위탁수하물 O
6759,기내휴대 O
6798,특별조항
6745,특별조항
6535,기내휴대 O
6544,기내휴대 X
6806,위탁수하물 O
6838,위탁수하물 O
6869,기내휴대 O
6860,기내휴대 O
1168,위탁수하물 O
1034,특별조항
1307,기내휴대 O
1324,기내휴대 X
1357,위탁수하물 O
1397,기내휴대 O
1238,특별조항
1555,특별조항
1482,특별조항
1800,특별조항
1937,위탁수하물 O
3065,기내휴대 O
5450,기내휴대 O
5463,위탁수하물 O
5645,기내휴대 O
5649,기내휴대 X
5520,기내휴대 X
5671,위탁수하물 O
5455,특별조항
5519,위탁수하물 O
5472,위탁수하물 O
5680,기내휴대 O
5714,위탁수하물 O
5697,위탁수하물 O
5677,특별조항
5440,특별조항
5576,기내휴대 O
5583,기내휴대 X
5538,위탁수하물 O
5549,위탁수하물 O
5743,위탁수하물 O
5550,위탁수하물 O
5748,기내휴대 O
5759,기내휴대 O
5752,위탁수하물 O
5559,위탁수하물 O
5755,특별조항
5785,위탁수하물 O
5782,기내휴대 O
5771,위탁수하물 O
5808,위탁수하물 O
5815,기내휴대 O
5831,특별조항
5838,위탁수하물 O
5846,위탁수하물 O
5850,기내휴대 X
5862,기내휴대 O
5868,위탁수하물 X
5882,기내휴대 O
5883,위탁수하물 O
5898,위탁수하물 O
5897,위탁수하물 O
5620,위탁수하물 O
5612,위탁수하물 O
5638,위탁수하물 O
5634,기내휴대 O
5673,위탁수하물 O
5503,위탁수하물 O
5508,위탁수하물 O
5509,위탁수하물 O
5681,위탁수하물 O
5693,위탁수하물 O
5719,위탁수하물 O
5727,기내휴대 O
5566,기내휴대 O
5732,위탁수하물 O
5561,위탁수하물 O
5569,기내휴대 O
5731,위탁수하물 O
6566,위탁수하물 O
6571,특별조항
6583,기내휴대 X
6599,위탁수하물 O
6616,기내휴대 O
6601,특별조항
6662,위탁수하물 O
6657,기내휴대 O
6660,위탁수하물 O
6439,기내휴대 O
6467,기내휴대 X
6439,위탁수하물 O
6458,위탁수하물 O
6452,기내휴대 O
6478,위탁수하물 O
6486,기내휴대 O
6460,기내휴대 O
6492,기내휴대 O
6527,위탁수하물 X
6513,위탁수하물 O
6548,위탁수하물 O
6624,기내휴대 O
6565,기내휴대 O
6556,위탁수하물 X
6645,위탁수하물 O
6540,위탁수하물 O
6538,위탁수하물 O
6690,기내휴대 O
6703,위탁수하물 O
6718,기내휴대 O
6693,위탁수하물 X
6715,위탁수하물 O
6744,위탁수하물 O
1037,기내휴대 O
1207,특별조항
1199,기내휴대 X
1270,특별조항
1498,기내휴대 O
1582,위탁수하물 X
1693,위탁수하물 X
1838,기내휴대 X
1940,기내휴대 O
2071,위탁수하물 O
4006,특별조항
5650,위탁수하물 O
5654,위탁수하물 O
5664,기내휴대 O
5454,기내휴대 O
5480,위탁수하물 O
5484,기내휴대 X
5714,기내휴대 O
5691,위탁수하물 O
5709,위탁수하물 O
5430,기내휴대 O
5415,기내휴대 O
5578,위탁수하물 O
5580,위탁수하물 O
5546,위탁수하물 X
5555,기내휴대 O
5749,위탁수하물 O
5535,기내휴대 O
5751,위탁수하물 O
5737,기내휴대 O
5776,기내휴대 O
5773,기내휴대 O
5757,위탁수하물 O
5797,기내휴대 O
5814,위탁수하물 O
5832,기내휴대 O
5821,위탁수하물 X
5827,기내휴대 O
5857,기내휴대 O
5858,위탁수하물 X
5809,기내휴대 O
5868,특별조항
5876,위탁수하물 O
5886,위탁수하물 O
5890,특별조항
5904,기내휴대 O
5607,위탁수하물 X
5611,위탁수하물 O
5637,기내휴대 O
5625,특별조항
5642,특별조항
5676,위탁수하물 O
5507,기내휴대 O
5512,기내휴대 O
5493,기내휴대 X
5695,위탁수하물 X
5905,기내휴대 O
6514,위탁수하물 X
6550,특별조항
6546,기내휴대 O
6564,기내휴대 O
6628,기내휴대 O
6631,위탁수하물 O
6681,위탁수하물 O
6683,기내휴대 X
6692,기내휴대 O
6717,위탁수하물 X
6708,기내휴대 O
6727,위탁수하물 O
6721,기내휴대 X
6769,위탁수하물 O
6753,기내휴대 X
6827,위탁수하물 O
6755,기내휴대 O
6815,위탁수하물 O
6644,특별조항
6795,위탁수하물 O
6857,위탁수하물 O
6824,위탁수하물 O
6730,위탁수하물 O
6898,위탁수하물 O
6820,기내휴대 X
6816,기내휴대 O
6846,위탁수하물 O
6785,위탁수하물 X
6875,기내휴대 O
6835,기내휴대 O
1107,위탁수하물 O
1285,특별조항
1307,위탁수하물 O
1336,위탁수하물 O
1363,기내휴대 X
1392,위탁수하물 O
1219,위탁수하물 X
1711,위탁수하물 X
1795,특별조항
1590,기내휴대 X
1639,위탁수하물 O
5407,특별조항
5407,위탁수하물 O
5407,기내휴대 X
5485,위탁수하물 X
5465,위탁수하물 O
5662,위탁수하물 O
5667,위탁수하물 O
5464,기내휴대 O
5476,기내휴대 X
5487,위탁수하물 X
5592,위탁수하물 O
5688,특별조항
5698,특별조항
5698,위탁수하물 O
5429,특별조항
5442,기내휴대 O
5595,기내휴대 O
5586,기내휴대 O
5538,특별조항
5738,기내휴대 O
5540,특별조항
5558,위탁수하물 X
5763,기내휴대 O
5766,기내휴대 O
5550,기내휴대 O
5554,위탁수하물 O
5785,기내휴대 O
5795,특별조항
5803,위탁수하물 O
5807,기내휴대 O
5811,위탁수하물 O
5831,기내휴대 O
5833,위탁수하물 O
5810,위탁수하물 O
5842,위탁수하물 O
5840,위탁수하물 O
5864,특별조항
5877,특별조항
5880,위탁수하물 O
5891,위탁수하물 O
5901,위탁수하물 O
5614,기내휴대 O
5624,위탁수하물 X
5620,기내휴대 X
5632,위탁수하물 O
5670,위탁수하물 O
5674,위탁수하물 O
5499,기내휴대 X
5508,기내휴대 X
5692,기내휴대 O
5573,위탁수하물 O
5570,특별조항
5564,기내휴대 O
5718,기내휴대 O
5727,위탁수하물 O
5572,기내휴대 O
5733,위탁수하물 O
5718,위탁수하물 O
6554,위탁수하물 O
6562,위탁수하물 O
6408,기내휴대 X
6643,기내휴대 O
6518,기내휴대 O
6682,위탁수하물 O
6684,위탁수하물 O
6419,특별조항
6689,기내휴대 X
6729,위탁수하물 X
6722,기내휴대 O
6765,위탁수하물 O
6745,기내휴대 O
6779,위탁수하물 O
6789,위탁수하물 O
6503,기내휴대 O
6740,기내휴대 X
6562,기내휴대 O
6781,기내휴대 O
6850,기내휴대 O
6875,위탁수하물 O
6897,위탁수하물 O
6725,기내휴대 X
6856,기내휴대 O
6794,위탁수하물 O
6876,기내휴대 O
6832,기내휴대 O
6836,기내휴대 X
6420,위탁수하물 O
6731,위탁수하물 O
6864,기내휴대 X
1096,기내휴대 X
1365,기내휴대 O
1405,위탁수하물 O
1178,기내휴대 X
1199,위탁수하물 O
1264,특별조항
1232,기내휴대 X
1513,특별조항
1532,특별조항
1783,위탁수하물 O
1926,특별조항
1626,기내휴대 O
5409,위탁수하물 O
5409,기내휴대 O
5410,기내휴대 O
5412,기내휴대 O
5412,특별조항
6531,위탁수하물 O
6558,기내휴대 O
6419,위탁수하물 O
6411,위탁수하물 O
6551,기내휴대 X
6607,기내휴대 O
